disease_area,disease,start_year,trial_count
Neoplastic disease,Multiple Myeloma,2013,35
Neoplastic disease,Myeloproliferative Neoplasms,2013,8
Neoplastic disease,Neuroendocrine Tumors,2013,10
Neoplastic disease,Non-Hodgkin Lymphoma,2013,11
Neoplastic disease,Non-Small Cell Lung Cancer,2013,47
Neoplastic disease,Ovarian Cancer,2013,16
Neoplastic disease,Pancreatic Cancer,2013,31
Neoplastic disease,Prostate Cancer,2013,53
Neoplastic disease,Recurrent Cancer,2013,30
Neoplastic disease,Renal Cell Carcinoma,2013,8
Neoplastic disease,Sarcoma,2013,16
Neoplastic disease,Small Cell Lung Cancer,2013,19
Neoplastic disease,Solid Tumors (Advanced),2013,17
Neoplastic disease,Solid Tumors General,2013,16
Neoplastic disease,Thyroid Cancer,2013,7
Neoplastic disease,Waldenstrom Macroglobulinemia,2013,3
Neurological disorder,Alzheimer's Disease,2013,32
Neurological disorder,Amyotrophic Lateral Sclerosis,2013,10
Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2013,1
Neurological disorder,Chronic Pain,2013,23
Neurological disorder,Dementia,2013,3
Neurological disorder,Duchenne Muscular Dystrophy,2013,10
Neurological disorder,Epilepsy,2013,19
Neurological disorder,Essential Tremor,2013,14
Neurological disorder,Guillain-Barré Syndrome,2013,1
Neurological disorder,Huntington's Disease,2013,4
Neurological disorder,Migraine,2013,16
Neurological disorder,Multiple Sclerosis,2013,30
Neurological disorder,Myasthenia Gravis,2013,10
Neurological disorder,Neuropathic Pain,2013,7
Neurological disorder,Parkinson's Disease,2013,27
Neurological disorder,Spinal Cord Injury,2013,14
Neurological disorder,Spinal Muscular Atrophy,2013,14
Neurological disorder,Stroke,2013,46
Neurological disorder,Traumatic Brain Injury,2013,20
Neurological disorder,Trigeminal Neuralgia,2013,13
Procedure,Anesthesia,2013,30
Procedure,Bioequivalence Study,2013,4
Procedure,Blood Transfusion,2013,14
Procedure,Mechanical Ventilation,2013,11
Procedure,Medical Device Study,2013,11
Procedure,Radiation Oncology,2013,3
Procedure,Screening,2013,3
Procedure,Surgical Procedures,2013,23
Respiratory disease,Acute Respiratory Distress Syndrome,2013,12
Respiratory disease,Allergic Asthma,2013,21
Respiratory disease,Allergic Rhinitis,2013,19
Respiratory disease,Asthma,2013,44
Respiratory disease,Bronchiectasis,2013,25
Respiratory disease,Chronic Obstructive Pulmonary Disease,2013,55
Respiratory disease,Cystic Fibrosis,2013,19
Respiratory disease,Idiopathic Pulmonary Fibrosis,2013,11
Respiratory disease,Neonatal Respiratory Distress,2013,14
Respiratory disease,Pulmonary Arterial Hypertension,2013,15
Respiratory disease,Pulmonary Embolism,2013,4
Respiratory disease,Severe Asthma,2013,2
Situation with explicit context,Contraception,2013,9
Situation with explicit context,Critical Illness,2013,7
Situation with explicit context,Drug-Drug Interaction,2013,9
Situation with explicit context,Geriatric Population,2013,6
Situation with explicit context,Healthy Volunteers,2013,124
Situation with explicit context,Pediatric Population,2013,3
Situation with explicit context,Post-Operative Care,2013,18
Situation with explicit context,Preventive Care,2013,9
Situation with explicit context,Vaccination,2013,3
Sleep disorder,Insomnia,2013,14
Sleep disorder,Narcolepsy,2013,1
Sleep disorder,Obstructive Sleep Apnea,2013,23
Blood disease,Anemia,2014,18
Blood disease,Hemoglobinopathies,2014,1
Blood disease,Immune Thrombocytopenia,2014,4
Blood disease,Myelodysplastic Syndromes,2014,18
Blood disease,Neutropenia,2014,4
Blood disease,Sickle Cell Disease,2014,12
Blood disease,Thalassemia,2014,2
Blood disease,Thrombotic Thrombocytopenic Purpura,2014,8
Cardiovascular disease,Acute Coronary Syndrome,2014,13
Cardiovascular disease,Aortic Stenosis,2014,20
Cardiovascular disease,Atherosclerosis,2014,18
Cardiovascular disease,Atrial Fibrillation,2014,28
Cardiovascular disease,Cardiomyopathy,2014,5
Cardiovascular disease,Coronary Artery Disease,2014,43
Cardiovascular disease,Familial Hypercholesterolemia,2014,11
Cardiovascular disease,Heart Failure,2014,61
Cardiovascular disease,Hyperlipidemia,2014,12
Cardiovascular disease,Hypertension,2014,29
Cardiovascular disease,Mitral Regurgitation,2014,4
Cardiovascular disease,Myocardial Infarction,2014,14
Cardiovascular disease,Peripheral Artery Disease,2014,26
Cardiovascular disease,Shock,2014,6
Cardiovascular disease,Ventricular Arrhythmias,2014,12
Clinical finding,Acute Pain,2014,78
Clinical finding,Edema,2014,8
Clinical finding,Fatigue,2014,2
Clinical finding,Fever,2014,18
Congenital disease,Lysosomal Storage Disorders,2014,15
Congenital disease,Phenylketonuria,2014,5
Disorder of body system,Cachexia,2014,2
Disorder of body system,Multiple Organ Failure,2014,1
Disorder of digestive system,Acute Pancreatitis,2014,16
Disorder of digestive system,Celiac Disease,2014,2
Disorder of digestive system,Chronic Pancreatitis,2014,22
Disorder of digestive system,Cirrhosis,2014,14
Disorder of digestive system,Constipation,2014,7
Disorder of digestive system,Crohn's Disease,2014,11
Disorder of digestive system,Eosinophilic Esophagitis,2014,11
Disorder of digestive system,Gastroesophageal Reflux Disease,2014,3
Disorder of digestive system,Gastroparesis,2014,14
Disorder of digestive system,Inflammatory Bowel Disease,2014,7
Disorder of digestive system,Irritable Bowel Syndrome,2014,6
Disorder of digestive system,Malnutrition,2014,2
Disorder of digestive system,Nausea and Vomiting,2014,8
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2014,8
Disorder of digestive system,Peptic Ulcer Disease,2014,10
Disorder of digestive system,Short Bowel Syndrome,2014,15
Disorder of digestive system,Ulcerative Colitis,2014,26
Disorder of ear,Hearing Loss,2014,15
Disorder of ear,Meniere's Disease,2014,7
Disorder of ear,Otitis Media,2014,5
Disorder of ear,Tinnitus,2014,4
Disorder of endocrine system,Acromegaly,2014,5
Disorder of endocrine system,Addison's Disease,2014,1
Disorder of endocrine system,Cushing's Syndrome,2014,7
Disorder of endocrine system,Diabetic Nephropathy,2014,3
Disorder of endocrine system,Diabetic Neuropathy,2014,10
Disorder of endocrine system,Gestational Diabetes,2014,60
Disorder of endocrine system,Growth Hormone Deficiency,2014,3
Disorder of endocrine system,Hyperparathyroidism,2014,10
Disorder of endocrine system,Hyperthyroidism,2014,1
Disorder of endocrine system,Hypogonadism,2014,10
Disorder of endocrine system,Hypoparathyroidism,2014,12
Disorder of endocrine system,Hypothyroidism,2014,2
Disorder of endocrine system,Menopause Symptoms,2014,8
Disorder of endocrine system,Metabolic Syndrome,2014,19
Disorder of endocrine system,Obesity,2014,47
Disorder of endocrine system,Polycystic Ovary Syndrome,2014,4
Disorder of endocrine system,Type 1 Diabetes,2014,45
Disorder of endocrine system,Type 2 Diabetes,2014,83
Disorder of eye,Age-Related Macular Degeneration,2014,17
Disorder of eye,Cataracts,2014,22
Disorder of eye,Conjunctivitis,2014,11
Disorder of eye,Diabetic Macular Edema,2014,14
Disorder of eye,Diabetic Retinopathy,2014,7
Disorder of eye,Dry Eye Disease,2014,21
Disorder of eye,Glaucoma,2014,49
Disorder of eye,Inherited Retinal Diseases,2014,15
Disorder of eye,Retinal Vein Occlusion,2014,26
Disorder of eye,Uveitis,2014,5
Disorder of haemostatic system,Deep Vein Thrombosis,2014,7
Disorder of haemostatic system,Disseminated Intravascular Coagulation,2014,9
Disorder of haemostatic system,Hemophilia A,2014,14
Disorder of haemostatic system,Hemophilia B,2014,5
Disorder of haemostatic system,Venous Thromboembolism,2014,17
Disorder of immune function,Common Variable Immunodeficiency,2014,1
Disorder of immune function,Food Allergy,2014,5
Disorder of immune function,Graft-versus-Host Disease,2014,13
Disorder of immune function,Lupus Nephritis,2014,7
Disorder of immune function,Organ Transplant Rejection,2014,18
Disorder of immune function,Primary Immunodeficiency,2014,8
Disorder of immune function,Rheumatoid Arthritis,2014,42
Disorder of immune function,Sarcoidosis,2014,12
Disorder of immune function,Severe Combined Immunodeficiency,2014,2
Disorder of immune function,Sjögren's Syndrome,2014,9
Disorder of immune function,Systemic Lupus Erythematosus,2014,10
Disorder of immune function,Systemic Sclerosis,2014,4
Disorder of immune function,Vasculitis,2014,3
Disorder of labour / delivery,Preterm Labor,2014,17
Disorder of skin,Acne,2014,10
Disorder of skin,Alopecia Areata,2014,7
Disorder of skin,Atopic Dermatitis,2014,26
Disorder of skin,Chronic Urticaria,2014,14
Disorder of skin,Hidradenitis Suppurativa,2014,10
Disorder of skin,Pressure Ulcers,2014,3
Disorder of skin,Psoriasis,2014,45
Disorder of skin,Rosacea,2014,32
Disorder of skin,Vitiligo,2014,9
Disorder of skin,Wound Healing,2014,21
Disorder of the genitourinary system,Acute Kidney Injury,2014,5
Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2014,5
Disorder of the genitourinary system,Chronic Kidney Disease,2014,15
Disorder of the genitourinary system,End-Stage Renal Disease,2014,14
Disorder of the genitourinary system,Endometriosis,2014,7
Disorder of the genitourinary system,Erectile Dysfunction,2014,4
Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,2014,4
Disorder of the genitourinary system,IgA Nephropathy,2014,7
Disorder of the genitourinary system,Infertility,2014,15
Disorder of the genitourinary system,Interstitial Cystitis,2014,8
Disorder of the genitourinary system,Nephrotic Syndrome,2014,11
Disorder of the genitourinary system,Overactive Bladder,2014,8
Disorder of the genitourinary system,Polycystic Kidney Disease,2014,4
Disorder of the genitourinary system,Preeclampsia,2014,3
Disorder of the genitourinary system,Pregnancy Study,2014,8
Disorder of the genitourinary system,Urinary Incontinence,2014,22
Disorder of the genitourinary system,Uterine Fibroids,2014,8
Infection,COVID-19,2014,4
Infection,Clostridium Difficile Infection,2014,10
Infection,Cytomegalovirus,2014,10
Infection,Fungal Infection,2014,8
Infection,HIV/AIDS,2014,70
Infection,Helicobacter Pylori,2014,4
Infection,Hepatitis B,2014,18
Infection,Hepatitis C,2014,62
Infection,Herpes Simplex Virus,2014,8
Infection,Herpes Zoster,2014,5
Infection,Influenza,2014,31
Infection,Malaria,2014,13
Infection,Osteomyelitis,2014,11
Infection,Pneumonia,2014,14
Infection,Respiratory Syncytial Virus,2014,12
Infection,Sepsis,2014,11
Infection,Sexually Transmitted Infections,2014,7
Infection,Skin and Soft Tissue Infection,2014,13
Infection,Tuberculosis,2014,10
Infection,Urinary Tract Infection,2014,9
Injury,Burns,2014,4
Injury,Trauma,2014,10
Mental illness,Alcohol Use Disorder,2014,27
Mental illness,Anorexia,2014,2
Mental illness,Attention Deficit Hyperactivity Disorder,2014,22
Mental illness,Autism Spectrum Disorder,2014,9
Mental illness,Bipolar Disorder,2014,12
Mental illness,Delirium,2014,5
Mental illness,Eating Disorders,2014,9
Mental illness,Generalized Anxiety Disorder,2014,3
Mental illness,Major Depressive Disorder,2014,62
Mental illness,Obsessive-Compulsive Disorder,2014,11
Mental illness,Opioid Use Disorder,2014,11
Mental illness,Post-Traumatic Stress Disorder,2014,23
Mental illness,Postpartum Depression,2014,13
Mental illness,Schizophrenia,2014,44
Mental illness,Smoking Cessation,2014,31
Mental illness,Social Anxiety Disorder,2014,16
Mental illness,Substance Use Disorder,2014,25
Musculoskeletal disorder,Ankylosing Spondylitis,2014,13
Musculoskeletal disorder,Bone Fracture,2014,12
Musculoskeletal disorder,Fibromyalgia,2014,11
Musculoskeletal disorder,Gout,2014,14
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2014,10
Musculoskeletal disorder,Low Back Pain,2014,17
Musculoskeletal disorder,Osteoarthritis,2014,55
Musculoskeletal disorder,Osteoporosis,2014,22
Musculoskeletal disorder,Psoriatic Arthritis,2014,14
Musculoskeletal disorder,Tendinopathy,2014,12
Neoplastic disease,Acute Lymphoblastic Leukemia,2014,23
Neoplastic disease,Acute Myeloid Leukemia,2014,18
Neoplastic disease,Bladder Cancer,2014,14
Neoplastic disease,Brain Tumors,2014,27
Neoplastic disease,Breast Cancer,2014,72
Neoplastic disease,Cancer Immunotherapy,2014,13
Neoplastic disease,Cancer Supportive Care,2014,1
Neoplastic disease,Cervical Cancer,2014,14
Neoplastic disease,Cholangiocarcinoma,2014,11
Neoplastic disease,Chronic Lymphocytic Leukemia,2014,15
Neoplastic disease,Chronic Myeloid Leukemia,2014,17
Neoplastic disease,Colorectal Cancer,2014,33
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2014,14
Neoplastic disease,Endometrial Cancer,2014,8
Neoplastic disease,Esophageal Cancer,2014,4
Neoplastic disease,Follicular Lymphoma,2014,9
Neoplastic disease,Gastric Cancer,2014,11
Neoplastic disease,Glioblastoma,2014,20
Neoplastic disease,Head and Neck Cancer,2014,27
Neoplastic disease,Hematologic Malignancies General,2014,9
Neoplastic disease,Hepatocellular Carcinoma,2014,22
Neoplastic disease,Hodgkin Lymphoma,2014,14
Neoplastic disease,Locally Advanced Cancer,2014,40
Neoplastic disease,Mantle Cell Lymphoma,2014,2
Neoplastic disease,Melanoma,2014,29
Neoplastic disease,Mesothelioma,2014,2
Neoplastic disease,Metastatic Disease,2014,23
Neoplastic disease,Multiple Myeloma,2014,31
Neoplastic disease,Myeloproliferative Neoplasms,2014,11
Neoplastic disease,Neuroendocrine Tumors,2014,19
Neoplastic disease,Non-Hodgkin Lymphoma,2014,7
Neoplastic disease,Non-Small Cell Lung Cancer,2014,56
Neoplastic disease,Ovarian Cancer,2014,13
Neoplastic disease,Pancreatic Cancer,2014,33
Neoplastic disease,Prostate Cancer,2014,62
Neoplastic disease,Recurrent Cancer,2014,35
Neoplastic disease,Renal Cell Carcinoma,2014,12
Neoplastic disease,Sarcoma,2014,13
Neoplastic disease,Small Cell Lung Cancer,2014,18
Neoplastic disease,Solid Tumors (Advanced),2014,31
Neoplastic disease,Solid Tumors General,2014,18
Neoplastic disease,Thyroid Cancer,2014,8
Neoplastic disease,Waldenstrom Macroglobulinemia,2014,5
Neurological disorder,Alzheimer's Disease,2014,33
Neurological disorder,Amyotrophic Lateral Sclerosis,2014,4
Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2014,4
Neurological disorder,Chronic Pain,2014,13
Neurological disorder,Dementia,2014,5
Neurological disorder,Duchenne Muscular Dystrophy,2014,13
Neurological disorder,Epilepsy,2014,20
Neurological disorder,Essential Tremor,2014,17
Neurological disorder,Guillain-Barré Syndrome,2014,2
Neurological disorder,Huntington's Disease,2014,4
Neurological disorder,Migraine,2014,32
Neurological disorder,Multiple Sclerosis,2014,34
Neurological disorder,Myasthenia Gravis,2014,9
Neurological disorder,Neuropathic Pain,2014,11
Neurological disorder,Parkinson's Disease,2014,28
Neurological disorder,Spinal Cord Injury,2014,22
Neurological disorder,Spinal Muscular Atrophy,2014,17
Neurological disorder,Stroke,2014,45
Neurological disorder,Traumatic Brain Injury,2014,22
Neurological disorder,Trigeminal Neuralgia,2014,17
Procedure,Anesthesia,2014,29
Procedure,Bioequivalence Study,2014,2
Procedure,Blood Transfusion,2014,15
Procedure,Mechanical Ventilation,2014,13
Procedure,Medical Device Study,2014,12
Procedure,Radiation Oncology,2014,4
Procedure,Screening,2014,7
Procedure,Surgical Procedures,2014,29
Respiratory disease,Acute Respiratory Distress Syndrome,2014,13
Respiratory disease,Allergic Asthma,2014,13
Respiratory disease,Allergic Rhinitis,2014,7
Respiratory disease,Asthma,2014,45
Respiratory disease,Bronchiectasis,2014,12
Respiratory disease,Chronic Obstructive Pulmonary Disease,2014,59
Respiratory disease,Cystic Fibrosis,2014,16
Respiratory disease,Idiopathic Pulmonary Fibrosis,2014,7
Respiratory disease,Neonatal Respiratory Distress,2014,11
Respiratory disease,Pulmonary Arterial Hypertension,2014,15
Respiratory disease,Pulmonary Embolism,2014,5
Respiratory disease,Severe Asthma,2014,4
Situation with explicit context,Contraception,2014,20
Situation with explicit context,Critical Illness,2014,3
Situation with explicit context,Drug-Drug Interaction,2014,9
Situation with explicit context,Geriatric Population,2014,10
Situation with explicit context,Healthy Volunteers,2014,131
Situation with explicit context,Pediatric Population,2014,17
Situation with explicit context,Post-Operative Care,2014,16
Situation with explicit context,Preventive Care,2014,21
Situation with explicit context,Vaccination,2014,3
Sleep disorder,Insomnia,2014,9
Sleep disorder,Narcolepsy,2014,2
Sleep disorder,Obstructive Sleep Apnea,2014,20
Sleep disorder,Restless Legs Syndrome,2014,3
Blood disease,Anemia,2015,11
Blood disease,Immune Thrombocytopenia,2015,3
Blood disease,Myelodysplastic Syndromes,2015,12
Blood disease,Neutropenia,2015,2
Blood disease,Sickle Cell Disease,2015,13
Blood disease,Thrombotic Thrombocytopenic Purpura,2015,3
Cardiovascular disease,Acute Coronary Syndrome,2015,10
Cardiovascular disease,Aortic Stenosis,2015,19
Cardiovascular disease,Atherosclerosis,2015,10
Cardiovascular disease,Atrial Fibrillation,2015,34
Cardiovascular disease,Cardiomyopathy,2015,8
Cardiovascular disease,Coronary Artery Disease,2015,39
Cardiovascular disease,Familial Hypercholesterolemia,2015,17
Cardiovascular disease,Heart Failure,2015,37
