disease_area,disease,phase,completion_period,period_trial_count,outcome_normalized,percentage,rank,outcome_position
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2011-2015,4,RENAL CLEARANCE,33.3333,3.0000,4
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2011-2015,4,APPARENT VOLUME OF DISTRIBUTION,33.3333,3.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2016-2020,11,MAXIMUM PLASMA CONCENTRATION,95.0000,1.0000,0
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2016-2020,11,TIME TO MAXIMUM CONCENTRATION,63.3333,2.0000,2
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2016-2020,11,AUC FROM 0 TO INFINITY,47.5000,3.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2016-2020,11,APPARENT VOLUME OF DISTRIBUTION,46.6667,4.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2016-2020,11,RENAL CLEARANCE,40.0000,5.0000,4
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2021-2025,7,TIME TO MAXIMUM CONCENTRATION,77.7778,1.0000,2
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2021-2025,7,APPARENT VOLUME OF DISTRIBUTION,77.7778,1.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2021-2025,7,MAXIMUM PLASMA CONCENTRATION,72.2222,3.0000,0
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2021-2025,7,RENAL CLEARANCE,72.2222,3.0000,4
Disorder of the genitourinary system,Acute Kidney Injury,Phase 1,2021-2025,7,AUC FROM 0 TO INFINITY,58.3333,5.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2011-2015,5,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,0
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2011-2015,5,AUC FROM 0 TO INFINITY,0.0000,2.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2011-2015,5,TIME TO MAXIMUM CONCENTRATION,0.0000,2.0000,2
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2011-2015,5,APPARENT VOLUME OF DISTRIBUTION,0.0000,2.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2011-2015,5,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,0.0000,2.0000,9
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2016-2020,4,AUC FROM 0 TO INFINITY,50.0000,1.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2016-2020,4,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,0
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2016-2020,4,TIME TO MAXIMUM CONCENTRATION,50.0000,1.0000,2
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2016-2020,4,APPARENT VOLUME OF DISTRIBUTION,50.0000,1.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2016-2020,4,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,0.0000,5.0000,9
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2021-2025,7,APPARENT VOLUME OF DISTRIBUTION,100.0000,1.0000,3
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2021-2025,7,AUC FROM 0 TO INFINITY,75.0000,2.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2021-2025,7,TIME TO MAXIMUM CONCENTRATION,62.5000,3.0000,2
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2021-2025,7,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,50.0000,4.0000,9
Disorder of the genitourinary system,Acute Kidney Injury,Phase 2,2021-2025,7,MAXIMUM PLASMA CONCENTRATION,37.5000,5.0000,0
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2006-2010,2,60-DAY ALL-CAUSE MORTALITY,100.0000,1.0000,15
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2006-2010,2,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,2.0000,11
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2006-2010,2,VENTILATOR-FREE DAYS,0.0000,2.0000,12
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2006-2010,2,28-DAY ALL-CAUSE MORTALITY,0.0000,2.0000,13
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2006-2010,2,90-DAY ALL CAUSE MORTALITY,0.0000,2.0000,16
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2011-2015,1,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,1.0000,11
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2011-2015,1,VENTILATOR-FREE DAYS,0.0000,1.0000,12
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2011-2015,1,28-DAY ALL-CAUSE MORTALITY,0.0000,1.0000,13
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2011-2015,1,60-DAY ALL-CAUSE MORTALITY,0.0000,1.0000,15
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2011-2015,1,90-DAY ALL CAUSE MORTALITY,0.0000,1.0000,16
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2016-2020,5,VENTILATOR-FREE DAYS,100.0000,1.0000,12
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2016-2020,5,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,75.0000,2.0000,11
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2016-2020,5,28-DAY ALL-CAUSE MORTALITY,0.0000,3.0000,13
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2016-2020,5,60-DAY ALL-CAUSE MORTALITY,0.0000,3.0000,15
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2016-2020,5,90-DAY ALL CAUSE MORTALITY,0.0000,3.0000,16
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2021-2025,2,28-DAY ALL-CAUSE MORTALITY,100.0000,1.0000,13
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2021-2025,2,90-DAY ALL CAUSE MORTALITY,100.0000,1.0000,16
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2021-2025,2,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,3.0000,11
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2021-2025,2,VENTILATOR-FREE DAYS,0.0000,3.0000,12
Disorder of the genitourinary system,Acute Kidney Injury,Phase 3,2021-2025,2,60-DAY ALL-CAUSE MORTALITY,0.0000,3.0000,15
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2006-2010,4,30-DAY MORTALITY,50.0000,1.0000,8
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2006-2010,4,BLEEDING AFTER KIDNEY BIOPSY,50.0000,1.0000,19
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2006-2010,4,30-DAY READMISSION,0.0000,3.0000,14
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2006-2010,4,AE24 FOR URINE DEFERIPRONE AND DEFERIPRONE 3-O-GLUCURONIDE,0.0000,3.0000,18
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2006-2010,4,AUC FROM 0 TO INFINITY,0.0000,3.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2011-2015,3,30-DAY MORTALITY,100.0000,1.0000,8
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2011-2015,3,30-DAY READMISSION,100.0000,1.0000,14
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2011-2015,3,AE24 FOR URINE DEFERIPRONE AND DEFERIPRONE 3-O-GLUCURONIDE,100.0000,1.0000,18
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2011-2015,3,AUC FROM 0 TO INFINITY,100.0000,1.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2011-2015,3,BLEEDING AFTER KIDNEY BIOPSY,0.0000,5.0000,19
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2016-2020,1,30-DAY MORTALITY,0.0000,1.0000,8
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2016-2020,1,30-DAY READMISSION,0.0000,1.0000,14
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2016-2020,1,AE24 FOR URINE DEFERIPRONE AND DEFERIPRONE 3-O-GLUCURONIDE,0.0000,1.0000,18
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2016-2020,1,AUC FROM 0 TO INFINITY,0.0000,1.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2016-2020,1,BLEEDING AFTER KIDNEY BIOPSY,0.0000,1.0000,19
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2021-2025,1,30-DAY MORTALITY,0.0000,1.0000,8
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2021-2025,1,30-DAY READMISSION,0.0000,1.0000,14
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2021-2025,1,AE24 FOR URINE DEFERIPRONE AND DEFERIPRONE 3-O-GLUCURONIDE,0.0000,1.0000,18
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2021-2025,1,AUC FROM 0 TO INFINITY,0.0000,1.0000,1
Disorder of the genitourinary system,Acute Kidney Injury,Phase 4,2021-2025,1,BLEEDING AFTER KIDNEY BIOPSY,0.0000,1.0000,19
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2006-2010,2,MAXIMUM TOLERATED DOSE,100.0000,1.0000,7
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2006-2010,2,OBJECTIVE RESPONSE RATE,0.0000,2.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2006-2010,2,MAXIMUM PLASMA CONCENTRATION,0.0000,2.0000,8
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2006-2010,2,PROGRESSION-FREE SURVIVAL,0.0000,2.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2006-2010,2,TIME TO MAXIMUM CONCENTRATION,0.0000,2.0000,10
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2011-2015,10,MAXIMUM TOLERATED DOSE,87.5000,1.0000,7
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2011-2015,10,MAXIMUM PLASMA CONCENTRATION,62.5000,2.0000,8
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2011-2015,10,OBJECTIVE RESPONSE RATE,58.3333,3.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2011-2015,10,PROGRESSION-FREE SURVIVAL,37.5000,4.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2011-2015,10,TIME TO MAXIMUM CONCENTRATION,0.0000,5.0000,10
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2016-2020,10,TIME TO MAXIMUM CONCENTRATION,66.6667,1.0000,10
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2016-2020,10,OBJECTIVE RESPONSE RATE,62.5000,2.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2016-2020,10,MAXIMUM TOLERATED DOSE,41.6667,3.0000,7
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2016-2020,10,MAXIMUM PLASMA CONCENTRATION,41.6667,3.0000,8
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2016-2020,10,PROGRESSION-FREE SURVIVAL,41.6667,3.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2021-2025,15,OBJECTIVE RESPONSE RATE,47.2222,1.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2021-2025,15,PROGRESSION-FREE SURVIVAL,41.6667,2.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2021-2025,15,MAXIMUM PLASMA CONCENTRATION,41.6667,3.0000,8
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2021-2025,15,TIME TO MAXIMUM CONCENTRATION,38.8889,4.0000,10
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 1,2021-2025,15,MAXIMUM TOLERATED DOSE,36.1111,5.0000,7
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2006-2010,9,OVERALL SURVIVAL,45.8333,1.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2006-2010,9,COMPLETE REMISSION,41.6667,2.0000,5
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2006-2010,9,OBJECTIVE RESPONSE RATE,33.3333,3.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2006-2010,9,PROGRESSION-FREE SURVIVAL,29.1667,4.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2006-2010,9,EVENT-FREE SURVIVAL,0.0000,5.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2011-2015,43,OBJECTIVE RESPONSE RATE,43.2650,1.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2011-2015,43,OVERALL SURVIVAL,33.9658,2.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2011-2015,43,PROGRESSION-FREE SURVIVAL,26.4103,3.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2011-2015,43,EVENT-FREE SURVIVAL,17.6923,4.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2011-2015,43,COMPLETE REMISSION,16.8547,5.0000,5
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2016-2020,53,OVERALL SURVIVAL,53.1372,1.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2016-2020,53,OBJECTIVE RESPONSE RATE,30.5791,2.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2016-2020,53,COMPLETE REMISSION,19.3085,3.0000,5
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2016-2020,53,PROGRESSION-FREE SURVIVAL,17.3310,4.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2016-2020,53,EVENT-FREE SURVIVAL,13.3653,5.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2021-2025,59,OVERALL SURVIVAL,41.8526,1.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2021-2025,59,OBJECTIVE RESPONSE RATE,34.9683,2.0000,1
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2021-2025,59,PROGRESSION-FREE SURVIVAL,33.6393,3.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2021-2025,59,EVENT-FREE SURVIVAL,25.0566,4.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 2,2021-2025,59,COMPLETE REMISSION,12.9412,5.0000,5
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2011-2015,7,EVENT-FREE SURVIVAL,100.0000,1.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2011-2015,7,MINIMAL RESIDUAL DISEASE NEGATIVITY,100.0000,1.0000,9
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2011-2015,7,OVERALL SURVIVAL,41.6667,3.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2011-2015,7,PROGRESSION-FREE SURVIVAL,33.3333,4.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2011-2015,7,DISEASE-FREE SURVIVAL,0.0000,5.0000,4
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2016-2020,14,OVERALL SURVIVAL,85.4167,1.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2016-2020,14,MINIMAL RESIDUAL DISEASE NEGATIVITY,66.6667,2.0000,9
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2016-2020,14,PROGRESSION-FREE SURVIVAL,52.0833,3.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2016-2020,14,DISEASE-FREE SURVIVAL,50.0000,4.0000,4
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2016-2020,14,EVENT-FREE SURVIVAL,33.3333,5.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2021-2025,15,OVERALL SURVIVAL,64.4444,1.0000,0
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2021-2025,15,DISEASE-FREE SURVIVAL,60.0000,2.0000,4
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2021-2025,15,EVENT-FREE SURVIVAL,57.7778,3.0000,3
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2021-2025,15,MINIMAL RESIDUAL DISEASE NEGATIVITY,16.6667,4.0000,9
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 3,2021-2025,15,PROGRESSION-FREE SURVIVAL,0.0000,5.0000,2
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2006-2010,1,BEST WEEKLY CPRS ADHD T SCORE,100.0000,1.0000,17
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2006-2010,1,BRAIN WHITE MATTER VOLUME,100.0000,1.0000,18
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2006-2010,1,CHANGE IN COMMISSION ERRORS,100.0000,1.0000,19
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2006-2010,1,BASELINE ANTIBODY TITER,0.0000,4.0000,15
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2006-2010,1,BASELINE VARICELLA TITERS,0.0000,4.0000,16
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2011-2015,1,BASELINE ANTIBODY TITER,0.0000,1.0000,15
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2011-2015,1,BASELINE VARICELLA TITERS,0.0000,1.0000,16
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2011-2015,1,BEST WEEKLY CPRS ADHD T SCORE,0.0000,1.0000,17
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2011-2015,1,BRAIN WHITE MATTER VOLUME,0.0000,1.0000,18
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2011-2015,1,CHANGE IN COMMISSION ERRORS,0.0000,1.0000,19
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2016-2020,1,BASELINE ANTIBODY TITER,100.0000,1.0000,15
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2016-2020,1,BASELINE VARICELLA TITERS,100.0000,1.0000,16
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2016-2020,1,BEST WEEKLY CPRS ADHD T SCORE,0.0000,3.0000,17
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2016-2020,1,BRAIN WHITE MATTER VOLUME,0.0000,3.0000,18
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2016-2020,1,CHANGE IN COMMISSION ERRORS,0.0000,3.0000,19
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2021-2025,5,BASELINE ANTIBODY TITER,0.0000,1.0000,15
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2021-2025,5,BASELINE VARICELLA TITERS,0.0000,1.0000,16
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2021-2025,5,BEST WEEKLY CPRS ADHD T SCORE,0.0000,1.0000,17
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2021-2025,5,BRAIN WHITE MATTER VOLUME,0.0000,1.0000,18
Neoplastic disease,Acute Lymphoblastic Leukemia,Phase 4,2021-2025,5,CHANGE IN COMMISSION ERRORS,0.0000,1.0000,19
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2006-2010,3,TIME TO MAXIMUM CONCENTRATION,100.0000,1.0000,9
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2006-2010,3,OBJECTIVE RESPONSE RATE,50.0000,2.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2006-2010,3,COMPLETE REMISSION,50.0000,2.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2006-2010,3,MAXIMUM PLASMA CONCENTRATION,0.0000,4.0000,8
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2006-2010,3,OVERALL SURVIVAL,0.0000,4.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2011-2015,5,TIME TO MAXIMUM CONCENTRATION,100.0000,1.0000,9
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2011-2015,5,COMPLETE REMISSION,100.0000,1.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2011-2015,5,MAXIMUM PLASMA CONCENTRATION,75.0000,3.0000,8
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2011-2015,5,OBJECTIVE RESPONSE RATE,50.0000,4.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2011-2015,5,OVERALL SURVIVAL,0.0000,5.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2016-2020,12,TIME TO MAXIMUM CONCENTRATION,66.6667,1.0000,9
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2016-2020,12,COMPLETE REMISSION,66.6667,1.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2016-2020,12,OBJECTIVE RESPONSE RATE,61.1111,3.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2016-2020,12,MAXIMUM PLASMA CONCENTRATION,54.1667,4.0000,8
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2016-2020,12,OVERALL SURVIVAL,41.6667,5.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2021-2025,14,TIME TO MAXIMUM CONCENTRATION,100.0000,1.0000,9
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2021-2025,14,OBJECTIVE RESPONSE RATE,66.6667,2.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2021-2025,14,MAXIMUM PLASMA CONCENTRATION,62.5000,3.0000,8
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2021-2025,14,OVERALL SURVIVAL,54.1667,4.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 1,2021-2025,14,COMPLETE REMISSION,52.7778,5.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2006-2010,17,OVERALL SURVIVAL,32.1429,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2006-2010,17,OBJECTIVE RESPONSE RATE,23.8095,2.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2006-2010,17,DISEASE-FREE SURVIVAL,16.6667,3.0000,5
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2006-2010,17,EVENT-FREE SURVIVAL,0.0000,4.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2006-2010,17,PROGRESSION-FREE SURVIVAL,0.0000,4.0000,4
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2011-2015,40,OVERALL SURVIVAL,22.3737,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2011-2015,40,PROGRESSION-FREE SURVIVAL,21.8013,2.0000,4
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2011-2015,40,OBJECTIVE RESPONSE RATE,20.0673,3.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2011-2015,40,EVENT-FREE SURVIVAL,18.7037,4.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2011-2015,40,DISEASE-FREE SURVIVAL,12.7946,5.0000,5
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2016-2020,66,OVERALL SURVIVAL,45.8393,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2016-2020,66,OBJECTIVE RESPONSE RATE,17.4890,2.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2016-2020,66,PROGRESSION-FREE SURVIVAL,14.1647,3.0000,4
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2016-2020,66,EVENT-FREE SURVIVAL,8.7969,4.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2016-2020,66,DISEASE-FREE SURVIVAL,8.6988,5.0000,5
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2021-2025,43,OVERALL SURVIVAL,64.1026,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2021-2025,43,EVENT-FREE SURVIVAL,38.7821,2.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2021-2025,43,OBJECTIVE RESPONSE RATE,25.3205,3.0000,2
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2021-2025,43,DISEASE-FREE SURVIVAL,23.9103,4.0000,5
Neoplastic disease,Acute Myeloid Leukemia,Phase 2,2021-2025,43,PROGRESSION-FREE SURVIVAL,12.0726,5.0000,4
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2006-2010,3,OVERALL SURVIVAL,100.0000,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2006-2010,3,COMPLETE REMISSION,50.0000,2.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2006-2010,3,EVENT-FREE SURVIVAL,0.0000,3.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2006-2010,3,DURATION OF REMISSION,0.0000,3.0000,10
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2006-2010,3,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,0.0000,3.0000,12
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2011-2015,4,OVERALL SURVIVAL,100.0000,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2011-2015,4,EVENT-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2011-2015,4,COMPLETE REMISSION,100.0000,1.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2011-2015,4,DURATION OF REMISSION,100.0000,1.0000,10
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2011-2015,4,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,0.0000,5.0000,12
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2016-2020,11,OVERALL SURVIVAL,93.3333,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2016-2020,11,EVENT-FREE SURVIVAL,78.3333,2.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2016-2020,11,DURATION OF REMISSION,62.5000,3.0000,10
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2016-2020,11,COMPLETE REMISSION,50.0000,4.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2016-2020,11,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,0.0000,5.0000,12
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2021-2025,17,OVERALL SURVIVAL,66.6667,1.0000,0
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2021-2025,17,EVENT-FREE SURVIVAL,60.0000,2.0000,1
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2021-2025,17,COMPLETE REMISSION,43.7500,3.0000,3
Neoplastic disease,Acute Myeloid Leukemia,Phase 3,2021-2025,17,DURATION OF REMISSION,29.1667,4.0000,10
