outcome_normalized,disease_area,disease,outcome_trial_count,disease_trial_count,percentage
CHANGE IN SF-36 SCORE,Neoplastic disease,Head and Neck Cancer,1,445,0.2247
CHANGE IN SF-36 SCORE,Disorder of ear,Hearing Loss,1,235,0.4255
CHANGE IN SF-36 SCORE,Neoplastic disease,Hepatocellular Carcinoma,1,321,0.3115
CHANGE IN SF-36 SCORE,Disorder of endocrine system,Hyperparathyroidism,1,134,0.7463
CHANGE IN SF-36 SCORE,Infection,Influenza,1,610,0.1639
CHANGE IN SF-36 SCORE,Disorder of eye,Inherited Retinal Diseases,1,171,0.5848
CHANGE IN SF-36 SCORE,Disorder of digestive system,Irritable Bowel Syndrome,1,106,0.9434
CHANGE IN SF-36 SCORE,Neoplastic disease,Locally Advanced Cancer,1,572,0.1748
CHANGE IN SF-36 SCORE,Procedure,Mechanical Ventilation,1,191,0.5236
CHANGE IN SF-36 SCORE,Disorder of endocrine system,Menopause Symptoms,1,125,0.8000
CHANGE IN SF-36 SCORE,Neoplastic disease,Mesothelioma,1,87,1.1494
CHANGE IN SF-36 SCORE,Neoplastic disease,Metastatic Disease,1,366,0.2732
CHANGE IN SF-36 SCORE,Neoplastic disease,Multiple Myeloma,1,573,0.1745
CHANGE IN SF-36 SCORE,Blood disease,Myelodysplastic Syndromes,1,297,0.3367
CHANGE IN SF-36 SCORE,Neurological disorder,Neuropathic Pain,1,114,0.8772
CHANGE IN SF-36 SCORE,Neoplastic disease,Non-Small Cell Lung Cancer,1,944,0.1059
CHANGE IN SF-36 SCORE,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
CHANGE IN SF-36 SCORE,Neoplastic disease,Pancreatic Cancer,1,515,0.1942
CHANGE IN SF-36 SCORE,Neurological disorder,Parkinson's Disease,1,545,0.1835
CHANGE IN SF-36 SCORE,Disorder of digestive system,Peptic Ulcer Disease,1,119,0.8403
CHANGE IN SF-36 SCORE,Situation with explicit context,Preventive Care,1,274,0.3650
CHANGE IN SF-36 SCORE,Respiratory disease,Pulmonary Embolism,1,68,1.4706
CHANGE IN SF-36 SCORE,Neoplastic disease,Recurrent Cancer,1,444,0.2252
CHANGE IN SF-36 SCORE,Disorder of immune function,Severe Combined Immunodeficiency,1,43,2.3256
CHANGE IN SF-36 SCORE,Infection,Skin and Soft Tissue Infection,1,340,0.2941
CHANGE IN SF-36 SCORE,Neurological disorder,Traumatic Brain Injury,1,208,0.4808
CHANGE IN SF-36 SCORE,Disorder of the genitourinary system,Uterine Fibroids,1,105,0.9524
CHANGE IN SF-36 SCORE,Disorder of skin,Vitiligo,1,136,0.7353
CHANGE IN SF-36 SCORE,Disorder of haemostatic system,Von Willebrand Disease,1,17,5.8824
CHANGE IN SF-36 SCORE,Disorder of skin,Wound Healing,1,199,0.5025
CHANGE IN SGRQ SCORE,Respiratory disease,Chronic Obstructive Pulmonary Disease,85,849,10.0118
CHANGE IN SGRQ SCORE,Respiratory disease,Idiopathic Pulmonary Fibrosis,16,170,9.4118
CHANGE IN SGRQ SCORE,Respiratory disease,Bronchiectasis,13,255,5.0980
CHANGE IN SGRQ SCORE,Respiratory disease,Asthma,10,737,1.3569
CHANGE IN SGRQ SCORE,Disorder of immune function,Organ Transplant Rejection,2,362,0.5525
CHANGE IN SGRQ SCORE,Disorder of immune function,Sarcoidosis,2,164,1.2195
CHANGE IN SGRQ SCORE,Disorder of immune function,Systemic Sclerosis,2,88,2.2727
CHANGE IN SGRQ SCORE,Infection,Tuberculosis,2,151,1.3245
CHANGE IN SGRQ SCORE,Disorder of the genitourinary system,Uterine Fibroids,2,105,1.9048
CHANGE IN SGRQ SCORE,Infection,COVID-19,1,793,0.1261
CHANGE IN SGRQ SCORE,Disorder of body system,Cachexia,1,50,2.0000
CHANGE IN SGRQ SCORE,Situation with explicit context,Healthy Volunteers,1,2042,0.0490
CHANGE IN SGRQ SCORE,Disorder of the genitourinary system,IgA Nephropathy,1,80,1.2500
CHANGE IN SGRQ SCORE,Disorder of digestive system,Malnutrition,1,76,1.3158
CHANGE IN SGRQ SCORE,Infection,Pneumonia,1,244,0.4098
CHANGE IN SGRQ SCORE,Disorder of the genitourinary system,Polycystic Kidney Disease,1,61,1.6393
CHANGE IN SLEEP QUALITY SCORE,Musculoskeletal disorder,Fibromyalgia,7,246,2.8455
CHANGE IN SLEEP QUALITY SCORE,Sleep disorder,Insomnia,7,252,2.7778
CHANGE IN SLEEP QUALITY SCORE,Neurological disorder,Migraine,3,470,0.6383
CHANGE IN SLEEP QUALITY SCORE,Neurological disorder,Multiple Sclerosis,3,495,0.6061
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Post-Traumatic Stress Disorder,3,473,0.6342
CHANGE IN SLEEP QUALITY SCORE,Clinical finding,Acute Pain,2,1010,0.1980
CHANGE IN SLEEP QUALITY SCORE,Disorder of skin,Atopic Dermatitis,2,502,0.3984
CHANGE IN SLEEP QUALITY SCORE,Respiratory disease,Chronic Obstructive Pulmonary Disease,2,849,0.2356
CHANGE IN SLEEP QUALITY SCORE,Situation with explicit context,Geriatric Population,2,206,0.9709
CHANGE IN SLEEP QUALITY SCORE,Infection,HIV/AIDS,2,1396,0.1433
CHANGE IN SLEEP QUALITY SCORE,Neoplastic disease,Recurrent Cancer,2,444,0.4505
CHANGE IN SLEEP QUALITY SCORE,Respiratory disease,Acute Respiratory Distress Syndrome,1,189,0.5291
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Alcohol Use Disorder,1,574,0.1742
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Attention Deficit Hyperactivity Disorder,1,385,0.2597
CHANGE IN SLEEP QUALITY SCORE,Infection,COVID-19,1,793,0.1261
CHANGE IN SLEEP QUALITY SCORE,Disorder of skin,Chronic Urticaria,1,156,0.6410
CHANGE IN SLEEP QUALITY SCORE,Cardiovascular disease,Coronary Artery Disease,1,662,0.1511
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Delirium,1,132,0.7576
CHANGE IN SLEEP QUALITY SCORE,Disorder of digestive system,Gastroesophageal Reflux Disease,1,145,0.6897
CHANGE IN SLEEP QUALITY SCORE,Neoplastic disease,Glioblastoma,1,386,0.2591
CHANGE IN SLEEP QUALITY SCORE,Situation with explicit context,Healthy Volunteers,1,2042,0.0490
CHANGE IN SLEEP QUALITY SCORE,Cardiovascular disease,Heart Failure,1,687,0.1456
CHANGE IN SLEEP QUALITY SCORE,Musculoskeletal disorder,Low Back Pain,1,330,0.3030
CHANGE IN SLEEP QUALITY SCORE,Disorder of endocrine system,Menopause Symptoms,1,125,0.8000
CHANGE IN SLEEP QUALITY SCORE,Sleep disorder,Narcolepsy,1,79,1.2658
CHANGE IN SLEEP QUALITY SCORE,Neoplastic disease,Neuroendocrine Tumors,1,260,0.3846
CHANGE IN SLEEP QUALITY SCORE,Disorder of the genitourinary system,Overactive Bladder,1,180,0.5556
CHANGE IN SLEEP QUALITY SCORE,Sleep disorder,Restless Legs Syndrome,1,67,1.4925
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Schizophrenia,1,692,0.1445
CHANGE IN SLEEP QUALITY SCORE,Mental illness,Substance Use Disorder,1,370,0.2703
CHANGE IN SLEEP QUALITY SCORE,Disorder of the genitourinary system,Urinary Incontinence,1,328,0.3049
CHANGE IN SWOLLEN JOINT COUNT,Disorder of immune function,Rheumatoid Arthritis,36,734,4.9046
CHANGE IN SWOLLEN JOINT COUNT,Musculoskeletal disorder,Ankylosing Spondylitis,4,175,2.2857
CHANGE IN SWOLLEN JOINT COUNT,Musculoskeletal disorder,Psoriatic Arthritis,4,150,2.6667
CHANGE IN SWOLLEN JOINT COUNT,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
CHANGE IN SWOLLEN JOINT COUNT,Disorder of immune function,Systemic Lupus Erythematosus,1,155,0.6452
CHANGE IN SWOLLEN JOINT COUNT,Disorder of immune function,Systemic Sclerosis,1,88,1.1364
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Hypertension,75,614,12.2150
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Type 2 Diabetes,49,1369,3.5793
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Obesity,33,811,4.0691
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Gestational Diabetes,32,982,3.2587
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Coronary Artery Disease,15,662,2.2659
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Chronic Kidney Disease,12,337,3.5608
CHANGE IN SYSTOLIC BLOOD PRESSURE,Situation with explicit context,Healthy Volunteers,9,2042,0.4407
CHANGE IN SYSTOLIC BLOOD PRESSURE,Respiratory disease,Pulmonary Arterial Hypertension,9,280,3.2143
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Heart Failure,6,687,0.8734
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Smoking Cessation,5,741,0.6748
CHANGE IN SYSTOLIC BLOOD PRESSURE,Procedure,Anesthesia,4,379,1.0554
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Eating Disorders,4,161,2.4845
CHANGE IN SYSTOLIC BLOOD PRESSURE,Infection,HIV/AIDS,4,1396,0.2865
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Parkinson's Disease,4,545,0.7339
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Stroke,4,607,0.6590
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Type 1 Diabetes,4,599,0.6678
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Alcohol Use Disorder,3,574,0.5226
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Major Depressive Disorder,3,1109,0.2705
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Metabolic Syndrome,3,285,1.0526
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of skin,Psoriasis,3,645,0.4651
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of digestive system,Acute Pancreatitis,2,158,1.2658
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Alzheimer's Disease,2,626,0.3195
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Atherosclerosis,2,254,0.7874
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Breast Cancer,2,1499,0.1334
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Cardiomyopathy,2,126,1.5873
CHANGE IN SYSTOLIC BLOOD PRESSURE,Respiratory disease,Chronic Obstructive Pulmonary Disease,2,849,0.2356
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Cushing's Syndrome,2,65,3.0769
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of eye,Diabetic Macular Edema,2,192,1.0417
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Essential Tremor,2,170,1.1765
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Familial Hypercholesterolemia,2,257,0.7782
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,IgA Nephropathy,2,80,2.5000
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of ear,Meniere's Disease,2,98,2.0408
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Menopause Symptoms,2,125,1.6000
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Nephrotic Syndrome,2,106,1.8868
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2,235,0.8511
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Substance Use Disorder,2,370,0.5405
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Trigeminal Neuralgia,2,252,0.7937
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Acromegaly,1,72,1.3889
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Acute Lymphoblastic Leukemia,1,364,0.2747
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of eye,Age-Related Macular Degeneration,1,253,0.3953
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Anorexia,1,117,0.8547
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Aortic Stenosis,1,321,0.3115
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Bipolar Disorder,1,329,0.3040
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of body system,Cachexia,1,50,2.0000
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Cancer Immunotherapy,1,295,0.3390
CHANGE IN SYSTOLIC BLOOD PRESSURE,Situation with explicit context,Contraception,1,208,0.4808
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Diabetic Nephropathy,1,69,1.4493
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Diabetic Neuropathy,1,124,0.8065
CHANGE IN SYSTOLIC BLOOD PRESSURE,Situation with explicit context,Drug-Drug Interaction,1,207,0.4831
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of eye,Dry Eye Disease,1,334,0.2994
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Duchenne Muscular Dystrophy,1,159,0.6289
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,End-Stage Renal Disease,1,226,0.4425
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Epilepsy,1,416,0.2404
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Erectile Dysfunction,1,141,0.7092
CHANGE IN SYSTOLIC BLOOD PRESSURE,Clinical finding,Fever,1,217,0.4608
CHANGE IN SYSTOLIC BLOOD PRESSURE,Musculoskeletal disorder,Fibromyalgia,1,246,0.4065
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of immune function,Food Allergy,1,91,1.0989
CHANGE IN SYSTOLIC BLOOD PRESSURE,Situation with explicit context,Geriatric Population,1,206,0.4854
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Glioblastoma,1,386,0.2591
CHANGE IN SYSTOLIC BLOOD PRESSURE,Musculoskeletal disorder,Gout,1,140,0.7143
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Growth Hormone Deficiency,1,77,1.2987
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Hepatocellular Carcinoma,1,321,0.3115
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neoplastic disease,Hodgkin Lymphoma,1,469,0.2132
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Hyperparathyroidism,1,134,0.7463
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Hypogonadism,1,126,0.7937
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of endocrine system,Hypoparathyroidism,1,179,0.5587
CHANGE IN SYSTOLIC BLOOD PRESSURE,Sleep disorder,Insomnia,1,252,0.3968
CHANGE IN SYSTOLIC BLOOD PRESSURE,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,1,85,1.1765
CHANGE IN SYSTOLIC BLOOD PRESSURE,Procedure,Mechanical Ventilation,1,191,0.5236
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Migraine,1,470,0.2128
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Multiple Sclerosis,1,495,0.2020
CHANGE IN SYSTOLIC BLOOD PRESSURE,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Opioid Use Disorder,1,334,0.2994
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Overactive Bladder,1,180,0.5556
CHANGE IN SYSTOLIC BLOOD PRESSURE,Mental illness,Post-Traumatic Stress Disorder,1,473,0.2114
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Preeclampsia,1,61,1.6393
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of the genitourinary system,Pregnancy Study,1,181,0.5525
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of immune function,Primary Immunodeficiency,1,147,0.6803
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of eye,Retinal Vein Occlusion,1,355,0.2817
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of immune function,Rheumatoid Arthritis,1,734,0.1362
CHANGE IN SYSTOLIC BLOOD PRESSURE,Disorder of skin,Rosacea,1,414,0.2415
CHANGE IN SYSTOLIC BLOOD PRESSURE,Blood disease,Sickle Cell Disease,1,177,0.5650
CHANGE IN SYSTOLIC BLOOD PRESSURE,Neurological disorder,Spinal Cord Injury,1,294,0.3401
CHANGE IN SYSTOLIC BLOOD PRESSURE,Procedure,Surgical Procedures,1,384,0.2604
CHANGE IN SYSTOLIC BLOOD PRESSURE,Cardiovascular disease,Ventricular Arrhythmias,1,159,0.6289
CHANGE IN TEMPERATURE,Infection,HIV/AIDS,7,1396,0.5014
CHANGE IN TEMPERATURE,Situation with explicit context,Healthy Volunteers,7,2042,0.3428
CHANGE IN TEMPERATURE,Neurological disorder,Multiple Sclerosis,7,495,1.4141
CHANGE IN TEMPERATURE,Clinical finding,Fever,5,217,2.3041
CHANGE IN TEMPERATURE,Disorder of skin,Atopic Dermatitis,4,502,0.7968
CHANGE IN TEMPERATURE,Neoplastic disease,Ovarian Cancer,4,373,1.0724
CHANGE IN TEMPERATURE,Disorder of immune function,Rheumatoid Arthritis,4,734,0.5450
CHANGE IN TEMPERATURE,Cardiovascular disease,Heart Failure,3,687,0.4367
CHANGE IN TEMPERATURE,Mental illness,Opioid Use Disorder,3,334,0.8982
CHANGE IN TEMPERATURE,Neurological disorder,Parkinson's Disease,3,545,0.5505
CHANGE IN TEMPERATURE,Disorder of labour / delivery,Preterm Labor,3,249,1.2048
CHANGE IN TEMPERATURE,Disorder of endocrine system,Type 2 Diabetes,3,1369,0.2191
CHANGE IN TEMPERATURE,Clinical finding,Acute Pain,2,1010,0.1980
CHANGE IN TEMPERATURE,Neoplastic disease,Brain Tumors,2,505,0.3960
CHANGE IN TEMPERATURE,Infection,COVID-19,2,793,0.2522
CHANGE IN TEMPERATURE,Respiratory disease,Chronic Obstructive Pulmonary Disease,2,849,0.2356
CHANGE IN TEMPERATURE,Neurological disorder,Duchenne Muscular Dystrophy,2,159,1.2579
CHANGE IN TEMPERATURE,Disorder of digestive system,Eosinophilic Esophagitis,2,209,0.9569
CHANGE IN TEMPERATURE,Disorder of haemostatic system,Hemophilia A,2,167,1.1976
CHANGE IN TEMPERATURE,Respiratory disease,Idiopathic Pulmonary Fibrosis,2,170,1.1765
CHANGE IN TEMPERATURE,Disorder of the genitourinary system,IgA Nephropathy,2,80,2.5000
CHANGE IN TEMPERATURE,Infection,Influenza,2,610,0.3279
CHANGE IN TEMPERATURE,Infection,Malaria,2,213,0.9390
CHANGE IN TEMPERATURE,Neoplastic disease,Multiple Myeloma,2,573,0.3490
CHANGE IN TEMPERATURE,Respiratory disease,Neonatal Respiratory Distress,2,171,1.1696
CHANGE IN TEMPERATURE,Disorder of skin,Psoriasis,2,645,0.3101
CHANGE IN TEMPERATURE,Infection,Sexually Transmitted Infections,2,131,1.5267
CHANGE IN TEMPERATURE,Infection,Skin and Soft Tissue Infection,2,340,0.5882
CHANGE IN TEMPERATURE,Neoplastic disease,Small Cell Lung Cancer,2,505,0.3960
CHANGE IN TEMPERATURE,Neoplastic disease,Solid Tumors General,2,252,0.7937
CHANGE IN TEMPERATURE,Procedure,Surgical Procedures,2,384,0.5208
CHANGE IN TEMPERATURE,Disorder of endocrine system,Acromegaly,1,72,1.3889
CHANGE IN TEMPERATURE,Neoplastic disease,Acute Lymphoblastic Leukemia,1,364,0.2747
CHANGE IN TEMPERATURE,Neoplastic disease,Acute Myeloid Leukemia,1,369,0.2710
CHANGE IN TEMPERATURE,Respiratory disease,Acute Respiratory Distress Syndrome,1,189,0.5291
CHANGE IN TEMPERATURE,Respiratory disease,Allergic Asthma,1,265,0.3774
CHANGE IN TEMPERATURE,Respiratory disease,Allergic Rhinitis,1,190,0.5263
CHANGE IN TEMPERATURE,Neurological disorder,Alzheimer's Disease,1,626,0.1597
CHANGE IN TEMPERATURE,Neurological disorder,Amyotrophic Lateral Sclerosis,1,170,0.5882
CHANGE IN TEMPERATURE,Blood disease,Anemia,1,312,0.3205
CHANGE IN TEMPERATURE,Procedure,Anesthesia,1,379,0.2639
CHANGE IN TEMPERATURE,Respiratory disease,Asthma,1,737,0.1357
CHANGE IN TEMPERATURE,Cardiovascular disease,Atrial Fibrillation,1,482,0.2075
CHANGE IN TEMPERATURE,Mental illness,Attention Deficit Hyperactivity Disorder,1,385,0.2597
CHANGE IN TEMPERATURE,Neoplastic disease,Breast Cancer,1,1499,0.0667
CHANGE IN TEMPERATURE,Neoplastic disease,Cancer Immunotherapy,1,295,0.3390
CHANGE IN TEMPERATURE,Disorder of the genitourinary system,Chronic Kidney Disease,1,337,0.2967
CHANGE IN TEMPERATURE,Disorder of digestive system,Cirrhosis,1,167,0.5988
CHANGE IN TEMPERATURE,Cardiovascular disease,Coronary Artery Disease,1,662,0.1511
CHANGE IN TEMPERATURE,Respiratory disease,Cystic Fibrosis,1,320,0.3125
CHANGE IN TEMPERATURE,Infection,Cytomegalovirus,1,189,0.5291
CHANGE IN TEMPERATURE,Disorder of eye,Dry Eye Disease,1,334,0.2994
CHANGE IN TEMPERATURE,Neurological disorder,Epilepsy,1,416,0.2404
CHANGE IN TEMPERATURE,Disorder of the genitourinary system,Erectile Dysfunction,1,141,0.7092
CHANGE IN TEMPERATURE,Neurological disorder,Essential Tremor,1,170,0.5882
CHANGE IN TEMPERATURE,Cardiovascular disease,Familial Hypercholesterolemia,1,257,0.3891
CHANGE IN TEMPERATURE,Clinical finding,Fatigue,1,83,1.2048
CHANGE IN TEMPERATURE,Infection,Fungal Infection,1,203,0.4926
CHANGE IN TEMPERATURE,Neoplastic disease,Hepatocellular Carcinoma,1,321,0.3115
CHANGE IN TEMPERATURE,Neurological disorder,Huntington's Disease,1,55,1.8182
CHANGE IN TEMPERATURE,Cardiovascular disease,Hyperlipidemia,1,218,0.4587
CHANGE IN TEMPERATURE,Disorder of endocrine system,Hyperparathyroidism,1,134,0.7463
CHANGE IN TEMPERATURE,Cardiovascular disease,Hypertension,1,614,0.1629
CHANGE IN TEMPERATURE,Sleep disorder,Insomnia,1,252,0.3968
CHANGE IN TEMPERATURE,Disorder of immune function,Lupus Nephritis,1,91,1.0989
CHANGE IN TEMPERATURE,Congenital disease,Lysosomal Storage Disorders,1,179,0.5587
CHANGE IN TEMPERATURE,Mental illness,Major Depressive Disorder,1,1109,0.0902
CHANGE IN TEMPERATURE,Neurological disorder,Migraine,1,470,0.2128
CHANGE IN TEMPERATURE,Cardiovascular disease,Mitral Regurgitation,1,94,1.0638
CHANGE IN TEMPERATURE,Neoplastic disease,Neuroendocrine Tumors,1,260,0.3846
CHANGE IN TEMPERATURE,Neurological disorder,Neuropathic Pain,1,114,0.8772
CHANGE IN TEMPERATURE,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,1,235,0.4255
CHANGE IN TEMPERATURE,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
CHANGE IN TEMPERATURE,Infection,Osteomyelitis,1,162,0.6173
CHANGE IN TEMPERATURE,Disorder of ear,Otitis Media,1,97,1.0309
CHANGE IN TEMPERATURE,Disorder of the genitourinary system,Overactive Bladder,1,180,0.5556
CHANGE IN TEMPERATURE,Situation with explicit context,Post-Operative Care,1,282,0.3546
CHANGE IN TEMPERATURE,Mental illness,Postpartum Depression,1,190,0.5263
CHANGE IN TEMPERATURE,Disorder of the genitourinary system,Pregnancy Study,1,181,0.5525
CHANGE IN TEMPERATURE,Disorder of immune function,Primary Immunodeficiency,1,147,0.6803
CHANGE IN TEMPERATURE,Respiratory disease,Pulmonary Arterial Hypertension,1,280,0.3571
CHANGE IN TEMPERATURE,Respiratory disease,Pulmonary Embolism,1,68,1.4706
CHANGE IN TEMPERATURE,Infection,Respiratory Syncytial Virus,1,284,0.3521
CHANGE IN TEMPERATURE,Disorder of eye,Retinal Vein Occlusion,1,355,0.2817
CHANGE IN TEMPERATURE,Disorder of immune function,Sarcoidosis,1,164,0.6098
CHANGE IN TEMPERATURE,Mental illness,Schizophrenia,1,692,0.1445
CHANGE IN TEMPERATURE,Procedure,Screening,1,69,1.4493
CHANGE IN TEMPERATURE,Disorder of digestive system,Short Bowel Syndrome,1,234,0.4274
CHANGE IN TEMPERATURE,Neurological disorder,Spinal Cord Injury,1,294,0.3401
CHANGE IN TEMPERATURE,Neurological disorder,Spinal Muscular Atrophy,1,199,0.5025
CHANGE IN TEMPERATURE,Neurological disorder,Stroke,1,607,0.1647
CHANGE IN TEMPERATURE,Disorder of immune function,Systemic Lupus Erythematosus,1,155,0.6452
CHANGE IN TEMPERATURE,Disorder of immune function,Systemic Sclerosis,1,88,1.1364
CHANGE IN TEMPERATURE,Infection,Urinary Tract Infection,1,169,0.5917
